"target_id","frame","time_s","x","y","z","vx","vy","vz"
1,1,0,205.852244520647,-83.7740177555645,1051.39952426952,-185.531828011561,-436.803003503767,-236.819986307027
1,2,0.04,160,-101.251539826207,1041.93377577097,-181.151871796902,-436.089031043109,-231.386482740765
1,3,0.08,152.859300878813,-118.680135200246,1032.76589204785,-180.216510774259,-437.87663248928,-232.00113933984
1,4,0.12,145.650417709699,-130,1023.52463288195,-178.805827112448,435.264703047657,-234.777131773026
1,5,0.16,138.55697813674,-112.580904378409,1014.16829393106,-177.622337007523,433.298597856115,-235.32925968325
1,6,0.2,131.411861770655,-95.2157646456613,1004.76023438123,-177.779270543466,432.457616937431,-236.45351143582
1,7,0.24,124.346764121384,-77.9685037391197,995.295521930402,-177.14928073369,434.894718006446,-237.852145593191
1,8,0.28,117.247609317962,-60.6332930419488,990,-177.95233395988,437.595753168291,236.669765539013
1,9,0.32,110.134159031476,-43.0864585418373,999.454655072307,-177.967670169305,438.330059181383,240.084090629288
1,10,0.36,103.048880355535,-25.5310380712051,1008.98560196525,-177.331169602344,438.662042082737,238.284275370032
1,11,0.4,95.959161018721,-7.97720532047573,1018.542084215,-175.921554897118,439.299980367852,240.502774947974
1,12,0.44,88.957824533343,9.64807056116928,1028.22042368969,-174.520307883973,440.165234689544,238.65757151146
1,13,0.48,81.9485796013915,27.2146506524064,1037.69100049962,-177.17198637166,438.387161234268,237.542366850856
1,14,0.52,74.8588179073407,44.8620364971793,1047.20851851319,-177.163489899156,438.445600918271,236.755519992613
1,15,0.56,67.7356648559573,62.3854636414433,1056.66275508932,-177.772705075646,434.873813943382,237.930069336329
1,16,0.6,60.7003107614968,79.750605365879,1066.20854788639,-177.299917878844,436.566815740885,236.78277785863
1,17,0.64,53.6599519405254,97.1421483900685,1075.65962292464,-177.601263820636,437.604932471431,237.957857268433
1,18,0.68,46.5522371505675,114.592104277081,1085.1921964792,-180.809020906003,439.587511721536,240.004298157834
1,19,0.72,39.3586809699512,130,1094.77268052783,-179.891168418995,-440.877607616924,241.227359256414
1,20,0.76,32.1219633228008,112.436205028372,1104.36442029396,-177.684273738213,-438.912062903573,241.836013604481
1,21,0.8,24.9427830148215,94.9522326612177,1114.0696589674,-178.039481056116,-437.453660371715,244.902515467375
1,22,0.84,17.8446016288426,77.4556255857781,1123.79797632206,-176.001165624258,-438.640339038162,246.527335247297
1,23,0.88,10.8445615822715,59.9270234560933,1133.71148478092,-177.515364184394,-437.749897900364,248.359201135002
1,24,0.92,3.75640663749988,42.4635638400293,1143.57835211521,-179.264935405872,-437.419440023649,248.773615188511
2,1,0,43.4125701714388,-5.01608623656358,1037.77501022367,218.674606596392,153.223540756257,-274.481048496644
2,2,0.04,52.1431256127115,1.16353752868774,1026.75388997556,218.259693348117,154.581263624351,-276.076623979094
2,3,0.08,60.8000033118948,7.401306018256,1015.76729307309,218.237874974997,155.272308555846,-275.888245662997
2,4,0.12,69.5298320831163,13.646498641976,1004.77989978074,217.599200698537,155.917595348293,-274.518139705342
2,5,0.16,78.2485914912157,19.7947552572156,993.691095935741,218.564929285694,158.274655443056,-277.103693772348
2,6,0.2,87.0196300031655,26.1375675520837,990,221.213151122767,158.568972423413,278.300772557857
2,7,0.24,95.9694246675508,32.5878111849372,1001.18444828383,220.83138201039,159.518661551401,277.209822687341
2,8,0.28,104.85143826569,38.9883733166315,1012.18878100527,219.447429832312,155.655005056049,279.629166712631
2,9,0.32,113.616448998743,45.1639614595896,1023.36922790265,220.161475748624,153.890399924548,279.515871124714
